Status,Progress,Duration..in.seconds.,Finished,RecordedDate,TV,Geslacht,Geslacht_4_TEXT,Leeftijd,Opleiding,Opleiding_11_TEXT,Nationaliteit,Nationaliteit_2_TEXT,Moedertaal,Moedertaal_2_TEXT,Sound_check,timerfiller_First.Click,timerfiller_Last.Click,timerfiller_Page.Submit,timerfiller_Click.Count,timermisinfo_First.Click,timermisinfo_Last.Click,timermisinfo_Page.Submit,timermisinfo_Click.Count,Attentioncheck1,misinfofamiliarity1_1,misinfofamiliarity2_1,timergeencorrectie_First.Click,timergeencorrectie_Last.Click,timergeencorrectie_Page.Submit,timergeencorrectie_Click.Count,timerregular_First.Click,timerregular_Last.Click,timerregular_Page.Submit,timerregular_Click.Count,timersatire_First.Click,timersatire_Last.Click,timersatire_Page.Submit,timersatire_Click.Count,Attentioncheck4,characteristics_1,characteristics_2,characteristics_3,characteristics_4,characteristics_5,characteristics_6,characteristics_7,correctiefam1_1,correctiefam2_1,discountingsatire_1,discountingsatire_2,discountingsatire_3,discountingregfiller_1,discountingregfiller_2,discountingregfiller_3,Veracity_1,mispercepties_1,mispercepties_2,mispercepties_3,mispercepties_4,attnatu_1,attnatu_2,attnatu_3,atthormo_1,atthormo_2,atthormo_3,involvement_1,involvement_2,involvement_3,sourcelikingGC_1,sourcelikingGC_2,sourcelikingGC_3,sourcelikingREG_1,sourcelikingREG_2,sourcelikingREG_3,sourcelikingSAT_1,sourcelikingSAT_2,sourcelikingSAT_3,vertrouwen_1,vertrouwen_2,vertrouwen_3,vertrouwen_4,vertrouwen_5,TikTokgebruik,gezondheidTT1_1,gezondheidTT2_1,gezondheidTT3_1,Religie_1,ACgebruik_1,ACgebruik_2,ACgebruik_3,ACgebruik_4,ACgebruik_5,ACgebruik_6,ACgebruik_7,ACgebruik_8,ACgebruik_9,ACgebruik_10,ACgebruik_11,ACgebruik_12,ACgebruik_13,ACgebruik_14,ACgebruik_15,ACgebruik_16,ACgebruik_17,ACgebruik_18,ACgebruik_19,ACgebruik_18_TEXT,Relatie,Relatie_4_TEXT,Zwanger,Conditie
0,100,884,1,7/6/24 14:52,1,1,,35,6,,1,,1,,7,0,0,193.242,0,,,,,"Filmpjes over organizen, een viral dansje en een get ready with me.",5,5,0,0,356.965,0,,,,,,,,,Over vlugkokende pasta ,6,6,6,5,5,3,5,6,5,,,,2,4,3,3,5,2,6,6,6,6,5,6,5,5,3,4,3,6,5,6,,,,,,,6,5,5,5,4,1,3,4,2,1,,,1,,,,,,,,,,,,,,,,,,3,,2,control
0,100,59,1,7/6/24 15:05,1,1,,30,3,,1,,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,33,1,7/6/24 15:23,1,1,,24,6,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,930,1,7/6/24 15:37,1,1,,27,6,,1,,1,,7,,,,,0,0,181.539,0,Fearmongering voor anti conceptie ,1,4,,,,,,,,,0,0,390.552,0,Lubach ontkrachte de tiktok videos die anti conceptie proberen te demoniseren ,6,6,6,6,6,5,6,5,6,2,2,2,,,,1,1,3,6,6,1,1,1,4,4,4,1,1,1,,,,,,,6,6,5,6,3,5,1,1,8,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,1,,2,satire
0,100,1175,1,7/6/24 16:00,1,1,,32,6,,1,,1,,7,,,,,202.152,202.152,202.744,1,De ‘slechte’ eigenschappen van de pil,2,3,,,,,,,,,0,0,360.237,0,TikTok influencers die alternatieve anticonceptie aanraden welke niet betrouwbaar zouden zijn.,7,6,6,7,6,6,7,2,4,4,2,7,,,,3,5,4,7,7,4,4,2,3,3,3,5,5,4,,,,,,,7,7,7,6,6,6,5,6,1,1,5,4,1,,,,,,,,,,,,,,,,,,,1,,5,,4,satire
0,100,973,1,7/6/24 16:10,1,1,,23,6,,1,,1,,7,,,,,126.106,140.987,346.459,3,Anticonceptie ,5,5,0,0,370.512,0,,,,,,,,,Keuringsdienst van waarde,5,5,6,5,6,4,5,3,5,,,,5,5,4,4,5,5,5,5,4,5,5,5,2,3,3,3,3,3,3,4,,,,,,,6,4,5,4,5,7,5,4,5,5,,1,,,,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,1108,1,7/6/24 16:32,1,1,,35,5,,1,,1,,7,,,,,0,0,176.516,0,Anticonceptie pil,1,4,,,,,0,0,352.826,0,,,,,Natuurlijke anticonceptie en de waarheid over anticonceptie ,6,5,4,6,4,3,5,4,5,,,,2,3,4,3,2,4,5,4,3,3,3,4,4,4,4,4,4,,,,6,6,6,,,,4,4,4,4,4,1,4,3,4,3,,,1,,,,,,,,,,,,,,,,,,3,,2,regular
0,100,45,1,7/6/24 16:32,1,1,,33,7,,1,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,907,1,7/6/24 17:01,1,1,,32,8,,1,,1,,7,104.793,104.793,254.934,1,,,,,voedselcontainers,7,6,0,0,363.901,0,,,,,,,,,volkokend,6,5,7,6,1,7,7,6,7,,,,6,7,4,7,7,6,7,6,7,6,7,7,7,7,7,6,7,6,7,7,,,,,,,7,4,6,6,6,6,7,7,7,7,1,,,,,1,,1,,,,,,1,,1,,,,,1,,1,control
0,100,1281,1,7/6/24 17:10,1,1,,30,1,,1,,1,,7,0,0,193.342,0,,,,,Asmr dansclipje en opmaak filmpje voor concert,3,3,0,0,366.699,0,,,,,,,,,Vlugkokkende spaghetti ,7,6,6,6,7,7,6,1,2,,,,4,3,3,4,3,5,6,6,2,3,4,5,2,4,4,5,2,7,7,7,,,,,,,5,4,5,4,3,1,1,3,4,1,,1,1,,,,,,,,,,,,,,,,,,3,,2,control
0,100,1483,1,7/6/24 22:56,1,1,,21,4,,1,,1,,7,,,,,10.021,181.078,181.883,4,Gevolg van gebruik anticonceptie,2,3,,,,,,,,,1.61,354.896,356.411,2,Natuurlijke anticonceptie,6,6,6,7,6,5,7,4,5,1,2,2,,,,2,3,2,6,6,3,2,1,5,5,5,2,2,1,,,,,,,3,4,3,6,3,5,4,4,8,5,5,4,1,,1,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,81,1,7/6/24 23:21,1,1,,34,6,,1,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,879,1,7/7/24 0:20,1,1,,25,5,,1,,1,,7,,,,,6.644,6.644,175.002,1,Valse waarheden over anticonceptie,5,2,,,,,0,0,350.47,0,,,,,Anticonceptie ,4,5,4,3,5,5,6,6,6,,,,2,5,4,1,3,3,5,6,4,4,4,4,4,4,4,4,4,,,,6,6,6,,,,6,5,6,2,5,1,3,5,1,2,,,1,,,,,,,,,,,,1,,,,,,3,,2,regular
0,100,946,1,7/7/24 0:59,1,1,,20,5,,1,,1,,7,,,,,43.774,173.924,174.796,6,Anticonceptie ,3,5,0,0,380.759,0,,,,,,,,,Keuringsdienst van waarde over pasta ,5,3,5,5,7,4,2,3,4,,,,4,6,3,6,2,6,4,5,4,5,4,1,2,3,6,6,6,4,5,5,,,,,,,6,3,3,4,2,8,1,4,1,1,,,,,1,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,9,1,7/7/24 1:10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,15,1,7/7/24 1:15,1,2,,24,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,69,1,7/7/24 1:17,1,1,,34,6,,2,Hongaarse,2,Hongrije,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1206,1,7/7/24 1:27,1,1,,28,5,,1,,1,,7,10.624,42.201,322.705,5,,,,,"Keuken organizen, dansen op het liedje made you look van Meghan Trainor, en een get ready with me Voor hrt concert van Jason derulo. Die laatste was volgens mij Iris van temptation island ",5,6,252.368,364.511,364.796,8,,,,,,,,,Het verschil tussen vlugkokende pasta en gewone pasta werd getest,6,6,6,6,6,5,5,2,2,,,,2,4,3,6,3,5,5,4,5,5,6,3,2,3,5,6,5,6,7,6,,,,,,,6,3,2,6,2,6,4,3,4,1,1,,,,,,,,,,1,,,,,,,,,,3,,2,control
0,100,918,1,7/7/24 2:14,1,1,,35,9,,1,,1,,7,,,,,0,0,183.666,0,De schade die hormonale anticonceptie toebrengt,1,4,0,0,361.337,0,,,,,,,,,Vlugkokende spaghetti ,7,7,7,1,6,4,7,1,3,,,,2,2,1,3,1,5,6,6,2,2,2,5,5,5,1,1,1,7,6,6,,,,,,,7,6,6,2,6,8,3,6,1,1,1,,,,,,,,,,,,,,,,,,,,1,,2,misinfo
0,100,81,1,7/7/24 2:16,1,1,,35,10,,2,Poolse,2,Pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1609,1,7/7/24 2:25,1,1,,24,5,,1,,1,,7,,,,,0,0,174.336,0,De pil,1,2,,,,,,,,,0,0,920.67,0,De pil en natuurlijke anticonceptie ,7,6,7,7,7,7,7,4,5,2,2,1,,,,1,2,2,7,7,2,2,2,6,6,6,1,1,1,,,,,,,7,7,7,6,4,6,5,5,8,2,5,4,1,,1,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,1196,1,7/7/24 2:27,1,1,,30,6,,1,,1,,7,0,0,206.969,0,,,,,"Keukenlade spullen, dansje van 2 meisjes en je ziet hoe iemand zich opmaakt.",1,4,0,0,367.818,0,,,,,,,,,Verschil tussen snelkookpasta en normale pasta,7,7,7,7,7,7,7,1,1,,,,1,2,2,4,2,4,6,6,4,4,4,2,2,2,4,4,4,6,6,6,,,,,,,6,2,6,6,2,1,2,2,4,1,,,1,,,,,,,,,,,,,,,,,,1,,2,control
0,100,1018,1,7/7/24 2:29,1,1,,30,5,,1,,1,,7,,,,,0,0,174.41,0,De pil,1,5,,,,,,,,,0,0,533.139,0,Fakenieuws over anticonceptie,7,5,5,7,6,1,7,1,4,2,2,1,,,,5,2,5,6,6,4,5,3,6,3,4,5,3,2,,,,,,,4,6,4,4,4,3,5,2,1,2,5,4,1,,1,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,54,1,7/7/24 2:36,1,1,,33,6,,2,American,2,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,922,1,7/7/24 2:37,1,1,,26,5,,1,,1,,7,,,,,186.085,187.878,189.556,3,Negatieve effecten van de pil op vruchtbaarheid ,2,1,,,,,352.231,352.231,353.62,1,,,,,Informatie over natuurlijke conceptie ,7,7,7,7,7,4,4,1,5,,,,1,1,1,1,1,1,6,4,6,6,6,6,6,6,1,1,1,,,,7,7,7,,,,6,2,5,1,5,6,1,3,1,1,,1,,,,,,,,,,,,,,,,,,,3,,2,regular
0,100,49,1,7/7/24 2:39,1,1,,18,5,,1,,2,Papiaments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1349,1,7/7/24 3:10,1,1,,31,5,,1,,1,,7,199.753,199.753,201.98,1,,,,,De eerste een soort temu reclame met producten die je kunt gebruiken voor het inrichten keuken katjes.de tweede wel gek dansje en de 3e make-up op doen voor naar een festival te gaan,5,4,0,0,363.896,0,,,,,,,,,Snelkook pasta. Of dat echt sneller is en lekkerder dan gewone pasta,7,6,6,7,6,6,6,6,6,,,,4,3,5,3,4,2,6,7,4,4,4,6,6,6,2,2,2,6,6,6,,,,,,,6,3,6,5,4,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,,2,control
0,100,32,1,7/7/24 3:50,1,1,,29,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,18,1,7/7/24 3:59,1,2,,34,9,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,16,1,7/7/24 3:59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,894,1,7/7/24 4:07,1,1,,30,5,,1,,1,,7,,,,,184.453,184.453,186.009,1,Schadelijkheid van anticonceptie,1,1,0,0,362.409,0,,,,,,,,,Vlugkokende pasta,7,7,7,7,7,4,7,1,1,,,,1,4,1,7,5,2,6,4,4,4,4,3,5,5,7,4,7,7,7,7,,,,,,,5,4,4,5,3,1,2,5,4,1,,1,,,,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,1115,1,7/7/24 4:33,1,1,,33,8,,1,,1,,7,,,,,41.476,41.476,174.061,1,Het wel of niet gebruiken van anti conceptie en de risicos ervan.,3,6,,,,,,,,,0,0,358.838,0,Natuurlijke anticonseptie.,4,4,5,7,6,5,5,1,4,3,6,5,,,,4,1,5,6,6,1,1,1,4,3,4,1,1,1,,,,,,,5,5,4,4,2,3,3,2,8,1,6,1,1,,1,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,961,1,7/7/24 4:35,1,1,,30,8,,1,,1,,7,0,0,193.376,0,,,,,"de eerste was pantry restock in allemaal potjes, tweede was tiktok dansje. en de laatste was een get ready with me video",5,4,351.514,351.514,357.66,1,,,,,,,,,vlugkokende pasta,6,6,6,6,6,4,7,2,2,,,,3,3,2,2,4,5,5,5,4,4,4,3,4,5,4,4,4,6,5,5,,,,,,,5,3,6,6,3,1,3,3,3,1,,1,,,,,,,,,,,,,,,,1,,om specifiek te zijn gebruik ik de mini pil,4,"ik heb een vaste partner maar ben poly, momenteel staat het poly gedeelte op een laag pitje",2,control
0,100,1086,1,7/7/24 5:03,1,1,,33,9,,1,,1,,7,,,,,48.904,48.904,182.09,1,"Tegenstanders van hormonale anticonceptie, en welke alternatieven beter zouden zijn.",3,5,,,,,0,0,355.382,0,,,,,"Deskundigen die uitleggen waarom natuurlijke anticonceptie, zoals gepresenteerd op social media, minder goed werkt dan hormonale anticonceptie zoals de pil. Ze nemen onwaarheden weg en leggen uit wat onjuist is in de berichtgevingen op social media.",6,7,6,7,6,1,5,4,7,,,,1,1,2,2,2,3,4,2,4,4,4,4,4,4,3,3,4,,,,5,5,5,,,,6,5,4,3,5,1,1,2,1,1,,,,,,,,,,,,,,,,,,1,,Geheelonthouding,1,,2,regular
0,100,909,1,7/7/24 5:07,1,1,,25,6,,1,,1,,7,,,,,0,0,185.475,0,Het gebruik en risico’s van hormonale anti conceptie ,3,3,0,0,451.301,0,,,,,,,,,Snelkokende of gewone pasta ,6,5,5,6,6,4,5,4,4,,,,3,3,3,5,3,4,5,4,4,4,4,4,4,4,4,4,4,6,6,5,,,,,,,5,4,5,4,5,7,4,5,4,2,,,,,1,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,973,1,7/7/24 5:17,1,1,,18,4,,1,,1,,7,,,,,165.28,171.064,174.628,2,De video’s gingen over hormonale anticonceptie en de gevolgen daarvan. Ook natuurlijke anticonceptie is besproken,1,1,5.773,353.208,357.478,5,,,,,,,,,Het ging over het verschil tussen vlugklare en normale spaghetti ,5,7,7,7,4,2,7,1,1,,,,1,4,5,2,3,4,6,5,3,4,4,5,4,5,1,1,1,7,5,5,,,,,,,6,3,5,4,3,6,4,5,3,3,1,,,,,,,,,,,,,,,,,,,,1,,2,misinfo
0,100,12,1,7/7/24 5:19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,918,1,7/7/24 5:26,1,1,,23,5,,1,,1,,7,,,,,0,0,181.87,0,Hoe slecht anticonceptie is,6,6,,,,,0,0,357.484,0,,,,,Anticonceptie ,4,1,3,4,1,1,4,4,4,,,,4,5,4,5,3,6,3,6,4,4,4,4,3,4,4,4,4,,,,4,4,4,,,,4,2,2,3,1,8,4,6,4,1,1,,,,,,,,,,,,,,,,,,,,2,,4,regular
0,100,26,1,7/7/24 5:36,1,1,,28,5,,1,,2,Spaans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,40,1,7/7/24 5:50,1,1,,21,5,,1,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,785,1,7/7/24 5:58,1,1,,31,8,,1,,1,,7,,,,,0,0,194.675,0,over anticonceptiemiddelen,2,5,395.958,395.958,396.301,1,,,,,,,,,KvWeetjes,7,6,5,5,5,4,7,2,4,,,,2,3,3,6,6,3,6,5,3,5,5,6,4,5,5,2,4,3,4,4,,,,,,,5,2,7,3,6,8,3,4,3,5,,1,,,,,,,,,,,,,,,,,,,1,,2,misinfo
0,100,1496,1,7/7/24 6:06,1,1,,24,3,,1,,1,,7,,,,,101.346,101.346,188.937,1,"Anticonceptie, de pil",7,7,,,,,186.035,376.929,376.975,3,,,,,Vrouwelijk lichaam,4,5,4,4,5,6,4,4,4,,,,3,5,1,5,2,6,6,5,7,7,7,2,2,2,7,7,7,,,,4,7,2,,,,4,2,2,4,2,8,1,3,1,1,,,1,,,,,,,,,,,,,,,,,,1,,2,regular
0,100,46,1,7/7/24 6:11,1,1,,20,6,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,45,1,7/7/24 6:23,1,1,,26,6,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,758,1,7/7/24 6:31,1,1,,25,6,,1,,1,,7,,,,,139.53,139.53,178.891,1,Medische informatie - anticonceptie ,6,5,,,,,,,,,355.617,355.617,356.413,1,Natuurlijke anticonceptie ,7,6,7,6,7,3,7,5,5,2,4,2,,,,5,2,3,6,6,2,2,1,6,7,7,2,4,4,,,,,,,6,5,6,6,5,6,5,4,7,2,6,1,5,,1,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,44,1,7/7/24 6:33,1,1,,30,5,,1,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,31,1,7/7/24 6:45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1119,1,7/7/24 7:19,1,1,,29,9,,1,,1,,7,,,,,51.69,52.124,181.597,2,"Over rare verhalen over anti conceptie. Dat je dan geen vitaminen en mineralen meer opneemt / dit minder opneemt, groep 1 in kanker verwekkende stoffen is en dat je jezelf kan peilen wanneer je wel of niet zwanger kan worden",1,2,,,,,,,,,383.977,383.977,385.488,1,‘ natuurlijke anticonceptie ‘ ,7,7,7,7,4,5,6,1,3,1,1,1,,,,1,1,3,7,7,1,1,1,4,4,6,3,4,3,,,,,,,6,6,5,6,3,4,5,2,1,1,5,4,7,1,,1,,,,,,,,,,,,,,,,,,1,,2,satire
0,100,26,1,7/7/24 7:21,1,3,,31,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,964,1,7/7/24 7:50,1,1,,20,4,,1,,1,,7,,,,,0,0,299.388,0,(hormonale) anticonceptie bij vrouwen,1,7,,,,,0,0,354.735,0,,,,,natuurlijke anticonceptie ,7,6,7,7,7,1,7,1,7,,,,1,1,1,3,2,4,5,4,4,4,4,4,4,4,3,4,3,,,,7,7,7,,,,7,3,6,5,4,7,3,3,2,1,,,,,1,,,,,,,,,,,,,,,,3,,2,regular
0,100,995,1,7/7/24 7:58,1,1,,34,6,,1,,1,,7,,,,,0,0,182.571,0,3 personen die vertellen over anticonceptie. En over hoe slecht de anticonceptiepil zou zijn,1,2,,,,,,,,,0,0,363.249,0,Natuurlijke Anticonceptie methoden,5,3,4,5,6,6,7,5,5,1,2,7,,,,2,2,3,7,6,2,2,3,7,6,6,5,5,6,,,,,,,6,6,5,7,6,6,2,6,1,3,4,3,1,,1,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,31,1,7/7/24 8:22,1,1,,18,4,,1,,2,Pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,970,1,7/7/24 8:28,1,1,,29,6,,1,,1,,7,,,,,40.873,174.498,175.035,2,Die gingen vooral over de negatieve effecten van hormonale anticonceptie die niet wordt verteld door artsen. De laatste was een promotie filmpje voor haarzelf voor een natuurlijke methode voor anticonceptie. ,1,1,,,,,,,,,0,0,358.559,0,Het onderwerp natuurlijke anticonceptie verder bekijken en uitdiepen. Heel goed en duidelijk fragment! ,7,7,7,7,7,6,7,1,6,2,3,2,,,,1,2,5,7,6,4,4,3,5,5,5,4,3,5,,,,,,,7,7,7,6,3,6,4,5,5,1,7,1,1,,1,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,789,1,7/7/24 8:29,1,1,,27,7,,1,,1,,7,,,,,0,0,175.057,0,Anticonceptie ,6,6,196.443,197.355,363.479,2,,,,,,,,,Vlugkokende spaghetti ,7,7,7,7,5,3,7,6,6,,,,4,2,2,7,3,2,6,6,7,7,7,4,4,4,7,6,6,6,7,7,,,,,,,6,4,5,5,5,1,6,7,5,5,1,,,,,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,942,1,7/7/24 8:43,1,1,,28,9,,1,,1,,7,,,,,14.822,161.421,174.7,3,(Natuurlijke) anticonceptie ,1,2,,,,,145.599,243.628,353.166,2,,,,,Onderzoek naar natuurlijke anticonceptie,7,6,6,7,6,3,6,1,5,,,,1,2,1,2,1,3,7,6,1,3,2,6,5,4,1,1,1,,,,6,6,6,,,,6,3,6,5,5,1,1,3,1,1,,1,1,,,,,,,,,,,,,,,,,,1,,2,regular
0,100,81,1,7/7/24 8:43,1,1,,26,6,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1323,1,7/7/24 9:06,1,1,,27,5,,1,,1,,7,202.196,202.196,203.317,1,,,,,"Organisatie, dansje en een Get Ready With Me",1,6,165.122,181.85,389.591,2,,,,,,,,,Snel kokende pasta,7,7,7,7,6,7,6,1,1,,,,2,1,2,5,5,6,5,3,7,7,7,1,1,1,7,7,7,7,7,7,,,,,,,6,3,3,5,5,1,4,5,3,1,,,,1,,,,,,,,,,,,,,,,,3,,2,control
0,100,773,1,7/7/24 9:07,1,1,,31,9,,1,,1,,7,77.939,192.257,192.863,4,,,,,"Keukenkastjes inrichten en organiseren, dansen",5,7,0,0,357.261,0,,,,,,,,,Snelkokende vs. normale spaghetti,6,7,7,6,7,5,6,6,7,,,,1,2,3,5,1,3,7,7,2,2,2,6,6,6,1,1,1,7,7,7,,,,,,,7,5,6,2,3,2,1,5,2,1,,,,,1,,,,,,,,,,,,,,,,3,,2,control
0,100,969,1,7/7/24 9:22,1,1,,26,9,,1,,1,,7,,,,,174.878,174.878,175.463,1,Anticonceptie,1,4,,,,,,,,,0,0,360.528,0,Anticonceptie,6,5,6,6,6,4,7,4,5,2,4,3,,,,2,1,6,7,6,2,2,2,2,1,2,2,2,4,,,,,,,4,4,5,7,6,6,2,4,8,2,4,2,1,,,1,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,996,1,7/7/24 9:24,1,1,,26,7,,1,,1,,7,,,,,0,0,186.056,0,pil,4,3,0,0,459.521,0,,,,,,,,,dames,7,6,6,6,6,5,6,6,6,,,,7,6,6,6,6,6,4,6,6,7,6,6,6,6,6,5,6,5,6,5,,,,,,,3,6,4,2,5,4,3,3,2,2,,,,,,,,,,,,,,,,,,,1,,3,,2,misinfo
0,100,903,1,7/7/24 9:24,1,1,,26,6,,1,,1,,7,,,,,0,0,204.808,0,Pil,6,4,,,,,0,0,389.443,0,,,,,Women,5,6,6,4,5,3,4,5,5,,,,5,3,3,5,6,4,3,4,3,5,6,6,5,6,6,6,5,,,,2,3,6,,,,3,7,6,5,5,5,7,7,1,1,,,,,,,,,,,,,,,,,,,1,,3,,2,regular
0,100,1023,1,7/7/24 9:27,1,1,,24,8,,1,,1,,7,,,,,0,0,179.202,0,Dat hormonale anticonceptie slecht zou zijn,1,1,11.187,11.187,357.801,1,,,,,,,,,Snelkookpasta,7,7,7,7,7,5,7,1,1,,,,2,2,1,2,1,2,7,6,2,2,4,6,6,4,2,2,4,6,6,6,,,,,,,6,5,6,2,4,1,1,3,2,1,,,,,,,,,1,,,,,,,,,,,,4,Vrijgezel met één vast seksueel contact,2,misinfo
0,100,986,1,7/7/24 9:29,1,1,,29,9,,1,,1,,7,,,,,44.064,183.874,187.115,4,Natuurlijke anticonceptie als alternatief voor wetenschappelijk geteste anticonceptie. Ook gingen ze over nadelen voorgeschreven anticonceptie middelen  ,1,5,,,,,,,,,301.545,375.036,375.869,8,Natuurlijke anticonceptie toenemend gebruik hiervan en de risicos die dat met zich mee brengt,6,6,6,7,6,5,5,4,4,2,3,2,,,,1,1,2,7,6,1,2,3,6,6,6,1,1,1,,,,,,,6,6,6,7,2,7,2,5,1,1,5,2,1,,,,,1,,,,,,,,,,,,,,,,3,,2,satire
0,100,1312,1,7/7/24 9:39,1,1,,34,6,,1,,1,,7,0,0,203.425,0,,,,,"Kruiden in lade regelen. Mode merken (guci, versati, louis vutton). Gezicht opmaken.",5,5,0,0,365.974,0,,,,,,,,,vlug kokende pasta van honig,7,7,7,7,6,6,7,4,5,,,,2,2,2,4,5,3,6,6,5,5,5,5,5,5,4,4,5,7,7,7,,,,,,,5,2,5,6,3,6,4,6,3,1,,1,1,,,,,,,,,,,,,,,,,,3,,2,control
