Status,Progress,Duration..in.seconds.,Finished,RecordedDate,TV,Geslacht,Geslacht_4_TEXT,Leeftijd,Opleiding,Opleiding_11_TEXT,Nationaliteit,Nationaliteit_2_TEXT,Moedertaal,Moedertaal_2_TEXT,Sound_check,timerfiller_First.Click,timerfiller_Last.Click,timerfiller_Page.Submit,timerfiller_Click.Count,timermisinfo_First.Click,timermisinfo_Last.Click,timermisinfo_Page.Submit,timermisinfo_Click.Count,Attentioncheck1,misinfofamiliarity1_1,misinfofamiliarity2_1,timergeencorrectie_First.Click,timergeencorrectie_Last.Click,timergeencorrectie_Page.Submit,timergeencorrectie_Click.Count,timerregular_First.Click,timerregular_Last.Click,timerregular_Page.Submit,timerregular_Click.Count,timersatire_First.Click,timersatire_Last.Click,timersatire_Page.Submit,timersatire_Click.Count,Attentioncheck4,characteristics_1,characteristics_2,characteristics_3,characteristics_4,characteristics_5,characteristics_6,characteristics_7,correctiefam1_1,correctiefam2_1,discountingsatire_1,discountingsatire_2,discountingsatire_3,discountingregfiller_1,discountingregfiller_2,discountingregfiller_3,Veracity_1,mispercepties_1,mispercepties_2,mispercepties_3,mispercepties_4,attnatu_1,attnatu_2,attnatu_3,atthormo_1,atthormo_2,atthormo_3,involvement_1,involvement_2,involvement_3,sourcelikingGC_1,sourcelikingGC_2,sourcelikingGC_3,sourcelikingREG_1,sourcelikingREG_2,sourcelikingREG_3,sourcelikingSAT_1,sourcelikingSAT_2,sourcelikingSAT_3,vertrouwen_1,vertrouwen_2,vertrouwen_3,vertrouwen_4,vertrouwen_5,TikTokgebruik,gezondheidTT1_1,gezondheidTT2_1,gezondheidTT3_1,Religie_1,ACgebruik_1,ACgebruik_2,ACgebruik_3,ACgebruik_4,ACgebruik_5,ACgebruik_6,ACgebruik_7,ACgebruik_8,ACgebruik_9,ACgebruik_10,ACgebruik_11,ACgebruik_12,ACgebruik_13,ACgebruik_14,ACgebruik_15,ACgebruik_16,ACgebruik_17,ACgebruik_18,ACgebruik_19,ACgebruik_18_TEXT,Relatie,Relatie_4_TEXT,Zwanger,Conditie
0,100,966,1,7/3/24 18:40,1,1,,20,5,,1,,1,,7,,,,,0,0,175.928,0,Anticonceptie en hormonen,4,5,,,,,0,0,354.223,0,,,,,Anticonceptie pil,7,7,7,7,7,5,7,5,5,,,,1,1,1,4,2,4,6,6,3,1,4,4,4,4,1,1,1,,,,5,5,5,,,,6,3,6,3,4,4,4,4,4,2,,1,,,,,,,,,,,,1,,,,,,,3,,2,regular
0,100,304,1,7/3/24 19:23,1,1,,34,9,,1,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,808,1,7/3/24 19:39,1,1,,35,6,,1,,1,,7,107.358,108.814,194.196,5,,,,,nuttig product,7,7,0,0,359.684,0,,,,,,,,,kok,7,7,6,6,7,7,7,7,6,,,,7,6,7,6,6,7,6,6,6,7,7,7,6,7,6,6,7,7,7,6,,,,,,,6,6,6,7,7,8,7,6,6,7,1,,1,1,,1,1,,,,,,,,,,,,,,1,,2,control
0,100,1056,1,7/3/24 19:39,1,1,,29,6,,1,,1,,7,,,,,0,0,188.086,0,Anticonceptie ,2,3,,,,,0,0,350.225,0,,,,,De betrouwbaarheid van natuurijke anticonceptie ,5,5,5,5,5,2,4,3,5,,,,1,1,1,3,2,3,6,6,3,3,3,4,4,4,4,4,3,,,,5,5,5,,,,6,4,4,4,4,1,3,5,4,1,,1,,,,,,,,,,,,,,,,,,,1,,2,regular
0,100,950,1,7/3/24 21:32,1,1,,28,8,,1,,1,,7,,,,,0,0,189.498,0,Over advertenties,7,6,,,,,,,,,367.943,367.943,368.465,1,Advertentie,7,7,6,6,7,6,4,6,7,6,6,7,,,,6,6,6,6,7,7,6,7,6,7,7,6,7,7,,,,,,,6,7,7,2,2,1,2,1,3,5,7,6,7,,1,,,1,,1,,,,,,,,1,1,,,,,1,,1,satire
0,100,932,1,7/3/24 22:41,1,1,,27,7,,1,,1,,7,,,,,0,0,174.923,0,Natuurlijke anticonceptie en problemen die hormonale anticonceptie veroorzaakt ,5,5,,,,,,,,,0,0,356.515,0,Natuurlijke anticonceptie en de gevaren va social media ,6,6,6,7,7,7,1,5,6,1,4,5,,,,3,3,5,6,4,5,4,5,4,5,5,4,3,2,,,,,,,6,6,6,6,3,4,4,4,7,2,3,2,1,,,,,,,1,,,,,,,,,,,,,,3,,2,satire
0,100,31,1,7/3/24 23:31,1,1,,38,6,,2,Zuid Afrika ,2,Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1788,1,7/3/24 23:41,1,1,,33,6,,1,,1,,7,,,,,0,0,201.933,0,Natuurlijke anticonceptie,4,4,0,0,362.451,0,,,,,,,,,Vlugkokende pasta,4,5,5,7,4,1,4,5,2,,,,1,3,1,3,1,4,6,5,2,1,4,4,4,4,4,4,4,5,3,5,,,,,,,5,2,3,5,3,1,2,3,1,1,,1,,,,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,1037,1,7/4/24 0:17,1,1,,24,5,,1,,1,,7,,,,,0,0,187.913,0,Natuurlijke anticonseptie manier. De gevolgen van hormonale anticonseptie.,6,6,350.14,352.628,360.461,4,,,,,,,,,Verschil normale spaghetti en vlugkokende spaghetti.,7,7,7,7,7,4,6,3,3,,,,2,2,2,5,1,5,6,6,2,1,2,1,3,4,1,1,1,7,7,7,,,,,,,5,3,5,3,3,8,1,5,3,1,,1,,,,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,871,1,7/4/24 0:28,1,1,,33,5,,1,,1,,7,,,,,64.091,193.652,194.706,5,Anti conceptie,3,3,,,,,,,,,346.232,347.254,358.322,2,Anti conceptie ,5,5,5,6,6,3,3,2,3,2,3,5,,,,3,2,3,3,5,3,3,3,3,3,3,5,5,5,,,,,,,4,3,3,6,3,5,6,2,7,5,5,5,1,1,,,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,56,1,7/4/24 0:52,1,1,,35,6,,2,romana,2,romana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1245,1,7/4/24 0:58,1,1,,34,7,,1,,1,,7,,,,,0,0,195.015,0,Tiktok,7,7,,,,,22.636,22.7,361.131,2,,,,,tiktok,7,7,5,6,6,6,7,6,7,,,,7,6,6,7,7,6,5,7,6,7,7,7,7,7,5,6,7,,,,7,7,7,,,,5,7,6,6,6,7,7,6,7,6,,,,,1,,,,1,,1,,,,,,,,,,1,,1,regular
0,100,1596,1,7/4/24 0:59,1,1,,32,5,,1,,1,,7,,,,,0,0,183.994,0,Over anti conceptie,1,1,0,0,585.693,0,,,,,,,,,Snelkokend pasta,7,7,6,7,5,5,7,1,1,,,,2,2,2,5,4,7,1,6,4,4,5,1,1,1,4,4,4,6,6,6,,,,,,,5,4,4,4,2,8,6,5,4,3,1,,,,,,,,,,,,,,,,,,,,1,,2,misinfo
0,100,34,1,7/4/24 1:11,1,1,,28,5,,1,,2,Syrische ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1194,1,7/4/24 1:33,1,1,,21,7,,1,,1,,7,,,,,0,0,180.448,0,Over dat er een kans is datje onvruchtbaar woord als je de pil neemt,1,1,,,,,,,,,267.584,267.584,417.132,1,Over dat je natuurlijke anticonceptie middelen niet werken,7,6,6,6,5,3,6,2,1,2,4,6,,,,3,2,4,6,4,1,3,1,1,1,1,1,1,1,,,,,,,6,6,4,4,4,4,4,4,7,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,1,,2,satire
0,100,54,1,7/4/24 1:56,1,1,,25,5,,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,43,1,7/4/24 1:57,1,1,,24,5,,1,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,970,1,7/4/24 2:09,1,1,,35,9,,1,,1,,7,,,,,0,0,186.375,0,De vermeende gevaren van hormonale anticonceptie en alternatieven,1,4,0,0,363.115,0,,,,,,,,,Vlugkokende pasta en het verschil met normale varianten,5,7,7,7,7,4,6,1,4,,,,2,3,2,1,1,3,6,6,4,5,3,2,1,2,4,4,5,4,5,4,,,,,,,7,2,6,1,5,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,2558,1,7/4/24 2:12,1,1,,23,5,,1,,1,,7,,,,,0,0,176.462,0,Niet-hormonale anticonceptie ,3,6,,,,,,,,,359.772,359.772,360.365,1,Natuurlijke anticonceptie ,7,4,5,6,5,7,7,1,6,2,4,5,,,,1,1,5,7,6,1,1,1,7,5,7,1,1,1,,,,,,,5,7,6,6,3,6,2,4,1,1,4,2,1,,1,,,,,,,,,,,,,,,,,,,1,,2,satire
0,100,868,1,7/4/24 2:13,1,1,,26,9,,1,,1,,7,5.612,55.287,192.294,3,,,,,"ordenen, dansjes en grwm",1,7,13.692,13.692,357.033,1,,,,,,,,,spagetti vlugkokend ,7,7,7,7,7,7,7,1,1,,,,1,3,4,1,2,2,6,6,5,5,5,6,6,6,4,4,4,7,7,7,,,,,,,6,2,6,3,6,1,1,6,3,1,,,,,1,,,,,,,,,,,,,,,,3,,2,control
0,100,988,1,7/4/24 2:33,1,1,,23,7,,1,,1,,7,,,,,0,0,262.365,0,een advertentie,7,6,,,,,0,0,357.408,0,,,,,een advertentie,7,6,7,7,6,6,5,6,7,,,,7,6,7,7,6,6,7,7,6,5,7,7,6,6,6,7,7,,,,7,6,7,,,,6,7,7,7,6,8,7,6,7,7,1,,1,,,,,,,,,,,,,,,,,,1,,1,regular
0,100,1037,1,7/4/24 2:38,1,1,,23,3,,1,,1,,7,,,,,0,0,187.595,0,Over dat anticonceptie niet goed voor je is. ,1,1,,,,,,,,,359.518,359.518,360.976,1,Dat je de verhalen die op social media bronnen hoort niet altijd moet geloven en dat natuurlijke anticonceptie niet altijd klopt,6,5,7,7,5,5,7,1,1,2,3,3,,,,1,2,4,6,6,1,1,2,5,5,6,1,1,1,,,,,,,6,6,6,6,2,5,3,4,1,1,4,2,1,,,1,,,,,,1,,,,,,,,,,,,1,,2,satire
0,100,66,1,7/4/24 2:42,1,1,,25,5,,1,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1074,1,7/4/24 2:47,1,1,,27,5,,1,,1,,7,,,,,0,0,182.129,0,Anticonceptie,5,5,319.23,354.033,358.417,2,,,,,,,,,Snelkokendpasta,4,5,4,4,4,5,4,4,6,,,,3,2,5,4,3,4,3,5,5,6,5,4,4,3,5,4,4,5,5,4,,,,,,,2,5,3,3,5,2,4,5,3,4,,,,,,1,,,,,,,,,,,,,,,3,,2,misinfo
0,100,25,1,7/4/24 2:48,1,1,,19,5,,2,Begie ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,923,1,7/4/24 3:02,1,1,,24,7,,1,,1,,7,0,0,211.879,0,,,,,een advertentie voor make-upproducten,7,6,214.59,279.716,407.449,2,,,,,,,,,"een advertentie voor verpakte fastfoodnoedels Hol, Zachte, Dunner en afbeeldingen van chef-koks",7,7,6,6,6,7,7,7,6,,,,7,7,6,7,7,6,6,7,7,7,6,6,7,6,7,7,6,7,6,6,,,,,,,6,7,7,7,6,8,7,6,7,7,1,,,1,1,,,,,,,,,,,,,,,,1,,1,control
0,100,849,1,7/4/24 3:31,1,1,,23,7,,1,,1,,7,,,,,237.607,237.607,238.217,1,kledingmode over fotografie- en video-opnametoepassingen en afbeeldingen,7,6,,,,,369.078,369.078,380.537,1,,,,,"een advertentie over NOS en artsen en de pil, het spiraaltje, in het ziekenhuis waarin gesproken wordt over het onderzoeken en behandelen van patiënten",7,7,6,7,7,6,6,7,6,,,,7,6,7,7,6,7,7,6,6,7,7,6,7,6,7,6,7,,,,6,6,7,,,,7,6,6,7,7,8,7,6,7,7,1,,1,1,,,,,,,,,,,,,,,,,1,,1,regular
0,100,664,1,7/4/24 4:02,1,1,,31,9,,1,,1,,7,,,,,0,0,182.136,0,gezondheid,5,3,,,,,0,0,364.945,0,,,,,waarheid over gezondheid,5,6,5,5,6,5,5,5,6,,,,3,2,2,6,4,5,4,5,6,3,5,2,6,5,6,4,6,,,,4,5,6,,,,5,3,4,4,4,2,4,4,2,3,1,,,,,,,,,,,,,,,,,,,,3,,3,regular
0,100,780,1,7/4/24 4:05,1,1,,24,7,,1,,1,,7,,,,,0,0,186.547,0,een advertentie over een app voor het maken van foto's en video's en prachtige afbeeldingen,7,6,,,,,,,,,0,0,407.466,0,"een advertentie voor SEKSUELE VOORLICHTING, en informatie over dat medicijnbedrijf, en VPRO over de toepassing ervan",7,7,6,7,6,7,6,7,6,6,7,7,,,,7,7,6,6,7,7,6,7,7,7,6,7,6,6,,,,,,,7,6,7,6,7,7,7,6,8,7,6,7,7,1,,1,,1,,,,,,,,,,,,,,,,1,,1,satire
0,100,109,1,7/4/24 4:30,1,1,,23,6,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,47,1,7/4/24 4:38,1,1,,36,9,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,61,1,7/4/24 4:47,1,2,,42,10,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,775,1,7/4/24 4:57,1,1,,24,7,,1,,1,,7,,,,,0,0,215.013,0,een advertentie over een app voor het maken van foto's en video's en prachtige afbeeldingen,7,6,172.593,232.303,373.215,2,,,,,,,,,een advertentie over verpakte noedels en het gebruik ervan en de chef-koks die dit heerlijke noedelgerecht bereiden,6,7,6,7,7,6,7,6,7,,,,7,6,7,7,7,7,6,6,7,6,7,6,7,6,7,7,6,7,7,6,,,,,,,7,7,6,7,6,8,7,6,7,7,1,,1,,1,,,,,,,,,,,,,,,,1,,1,misinfo
0,100,1530,1,7/4/24 5:12,1,1,,33,5,,1,,1,,7,,,,,215.935,215.935,216.72,1,Invloed social media ,2,2,,,,,0,0,356.375,0,,,,,Betrouwbaarheid van anti conceptie,7,6,7,7,7,1,7,4,5,,,,1,2,1,7,2,2,5,5,7,7,7,7,7,7,7,5,6,,,,7,7,7,,,,6,4,6,5,5,1,4,4,3,5,1,,,,,,,,,,,,,,,,,,,,3,,2,regular
0,100,51,1,7/4/24 5:12,1,1,,33,5,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1159,1,7/4/24 5:20,1,1,,25,5,,1,,1,,7,,,,,174.588,174.588,196.215,1,De pil,1,1,,,,,,,,,0,0,357.286,0,Influences die verkeerde informatie geven over anti-conceptie,7,6,7,6,6,3,7,3,5,2,1,2,,,,2,2,4,6,6,1,1,1,5,5,5,3,4,1,,,,,,,5,5,6,7,2,5,2,6,1,2,5,2,1,,1,1,,,,,,,,,,,,,,,,,,3,,2,satire
0,100,1580,1,7/4/24 5:41,1,1,,34,7,,1,,1,,7,,,,,19.61,150.711,189.911,7,Gezondheidsinformatie,7,6,,,,,145.736,368.783,369.568,3,,,,,Het probleem van abortus.,7,6,6,6,7,6,7,7,7,,,,1,2,7,7,6,7,4,6,6,6,7,5,4,6,7,7,6,,,,7,7,6,,,,6,6,6,7,7,8,7,7,7,7,,,1,,,,,,,,,,,,,,,,,,3,,2,regular
0,100,39,1,7/4/24 5:41,1,3,,18,2,,2,Maas,2,Geel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,38,1,7/4/24 5:49,1,1,,26,4,,1,,2,Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,851,1,7/4/24 6:11,1,1,,23,7,,1,,1,,7,,,,,0,0,221.012,0,een advertentie over een app voor het maken van foto's en video's en prachtige afbeeldingen,7,6,,,,,,,,,367.169,367.169,368.038,1,een advertentie over een farmaceutisch bedrijf en hoe deze voor patiënten te gebruiken,7,6,7,6,7,6,7,7,6,7,7,6,,,,7,7,6,7,6,7,7,6,6,7,6,6,7,7,,,,,,,6,7,7,7,6,7,6,7,8,7,6,7,7,1,,1,,1,,,,,,,,,,,,,,,,1,,1,satire
0,100,1033,1,7/4/24 6:39,1,1,,35,5,,1,,1,,7,0,0,211.03,0,,,,,Ik zag vrouwen make-up opdoen en zich klaarmaken om naar buiten te gaan,1,2,0,0,363.875,0,,,,,,,,,Ik zag twee koks ruzie maken over het bereiden van pasta,2,1,7,3,4,5,6,2,5,,,,3,4,5,4,5,6,4,3,5,4,3,5,5,4,2,3,4,5,5,6,,,,,,,3,3,5,4,4,5,2,6,7,5,,1,,,,,,,,,,,,,,,,,,,1,,1,control
0,100,702,1,7/4/24 6:43,1,1,,23,7,,1,,1,,7,,,,,140.214,140.214,187.432,1,een advertentie over een app voor het maken van foto's en video's en prachtige afbeeldingen,7,6,,,,,103.791,211.087,356.516,3,,,,,een advertentie voor een patiëntenkamer met een arts die vertelt over de geboortecyclus van een vrouw,6,7,7,6,6,7,7,7,6,,,,7,6,7,7,7,7,6,6,7,6,7,7,6,6,7,6,7,,,,7,6,7,,,,7,6,6,7,7,8,7,6,7,7,1,,1,,1,,,,,,,,,,,,,,,,1,,1,regular
0,100,824,1,7/4/24 6:54,1,1,,24,2,,1,,1,,7,,,,,151.889,151.889,218.704,1,Over de pil en vruchtelijkheid,5,4,70.505,70.505,365.9,1,,,,,,,,,Hoe snel kookt de spaghetti ,2,1,2,1,3,3,3,4,4,,,,4,2,3,3,5,4,3,4,3,3,4,4,3,4,4,3,3,4,3,3,,,,,,,4,4,3,5,3,6,3,4,3,3,1,,,,,,,,,,,,,,,,,,,,1,,2,misinfo
0,100,773,1,7/4/24 7:07,1,1,,22,7,,1,,1,,7,,,,,0,0,234.764,0,een advertentie over een app voor het maken van foto's en video's en prachtige afbeeldingen,7,6,84.67,84.67,366.865,1,,,,,,,,,een advertentie voor een soort droge noedelstick en kreeg een oproep om het product in de keukens te introduceren om heerlijke noedels te bereiden.,7,7,7,6,6,6,7,7,6,,,,7,7,6,7,7,7,6,6,7,6,7,6,7,6,6,7,7,7,7,6,,,,,,,7,6,6,7,7,8,7,6,7,7,1,,1,,1,,,,,,,,,,,,,,,,1,,1,misinfo
0,100,36,1,7/4/24 7:30,1,1,,35,6,,2,Brazil ,2,Portuguese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,59,1,7/4/24 7:38,1,1,,36,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,28969,1,7/4/24 7:51,1,1,,26,6,,1,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,834,1,7/4/24 7:52,1,1,,24,5,,1,,1,,7,0,0,207.78,0,,,,,Oke,7,7,371.272,371.272,372.103,1,,,,,,,,,Ja,7,7,7,7,7,7,7,7,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,7,7,7,7,7,8,7,7,7,7,,,,,,,,,,,,,,,,,1,,,,3,,2,control
0,100,934,1,7/4/24 8:00,1,1,,23,7,,1,,1,,7,,,,,6.869,6.869,195.705,1,een advertentie over een app voor het maken van foto's en video's en prachtige afbeeldingen,7,6,348.062,348.062,389.276,1,,,,,,,,,een advertentie,7,6,6,7,7,7,6,7,6,,,,6,7,7,7,6,7,6,7,7,6,7,6,7,6,6,7,7,6,6,7,,,,,,,7,6,7,6,7,8,7,6,7,7,1,,1,,1,,,,,,,,,,,,,,,,1,,1,misinfo
0,100,28,1,7/4/24 8:14,1,3,,23,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1036,1,7/4/24 8:29,1,1,,25,5,,1,,1,,7,,,,,29.054,29.666,179.524,2,de videos gingen over de pil en anticonseptie,2,4,,,,,,,,,0,0,388.392,0,anticonseptie,6,4,6,3,4,4,5,2,3,3,6,5,,,,5,2,7,6,5,3,6,2,2,2,2,2,4,2,,,,,,,4,3,3,6,4,5,5,5,7,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,1,,2,satire
0,100,35849,1,7/4/24 8:53,1,1,,26,5,,1,,1,,7,,,,,255.579,255.579,257.171,1,Anticonceptie ,1,4,,,,,0,0,381.702,0,,,,,Anticonceptie ,5,5,5,6,6,2,5,3,2,,,,2,2,2,3,2,2,5,5,2,2,3,5,5,6,2,2,2,,,,5,6,5,,,,6,3,6,3,5,7,2,5,3,1,,,,,,1,,,,,,,,,,,,,,,3,,2,regular
0,100,965,1,7/4/24 9:22,1,1,,29,8,,1,,1,,7,194.157,194.157,196.88,1,,,,,het ging over kruiden organizen tiktok dansje get ready with me,7,7,7.825,503.591,504.951,13,,,,,,,,,spagheti,7,7,7,7,7,6,7,6,6,,,,6,7,7,7,6,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,6,6,6,7,6,8,7,7,7,7,,1,1,,1,,,,,,,,,,,,,,,,3,,2,control
0,100,46,1,7/4/24 9:29,1,1,,23,5,,1,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,966,1,7/4/24 9:31,1,1,,23,9,,1,,1,,7,,,,,0,0,178.528,0,"Over anticonceptie, voornamelijk over de pil en dat deze zou kunnen leiden tot kanker en het minder snel zwanger kunnen worden.",1,1,0,0,360.252,0,,,,,,,,,Vlugkokende spaghetti (wat eigenlijk bucatini was),5,6,6,7,7,5,6,3,4,,,,3,6,5,3,5,5,7,6,6,4,7,3,3,4,3,5,2,7,7,7,,,,,,,7,4,6,5,5,8,4,3,3,1,,1,,,,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,784,1,7/4/24 9:52,1,1,,19,10,,1,,1,,7,,,,,26.73,175.842,176.955,3,De gevaren van anticonceptiepillen,5,2,,,,,40.383,118.321,397.597,7,,,,,Anticonceptie,7,4,7,4,5,7,4,4,4,,,,5,4,5,6,5,7,6,6,3,4,3,5,6,6,2,4,5,,,,5,4,4,,,,5,7,6,7,6,8,5,4,7,3,1,,,,,,,,,,,,,,,,,,,,1,,2,regular
0,100,128,1,7/4/24 9:57,1,1,,22,4,,2, vietnamees,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,5,1,7/4/24 11:19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1173,1,7/4/24 11:55,1,1,,31,8,,1,,1,,7,,,,,0,0,187.429,0,Anticonceptie ,1,2,0,0,366.717,0,,,,,,,,,"Pasta, spaghetti",6,6,6,7,7,7,7,1,1,,,,2,2,5,5,2,7,2,6,7,7,7,1,1,1,7,7,7,7,7,7,,,,,,,5,1,5,7,1,1,5,5,2,1,1,,,,,,,,,,,,,1,,,,,,,3,,2,misinfo
0,100,1009,1,7/4/24 11:58,1,1,,30,6,,1,,1,,7,0,0,194.197,0,,,,,"Keuken la inrichten, dansje, get ready with me",5,6,0,0,363.151,0,,,,,,,,,Het verschil tussen gewone pasta en vlug kokende pasta,7,6,7,7,6,2,7,5,4,,,,3,1,1,4,3,5,6,2,4,4,4,4,4,4,3,1,2,7,7,6,,,,,,,5,4,6,3,4,1,1,5,2,5,1,,,,,,,,,,,,,,,,,,,,1,,2,control
0,100,46,1,7/4/24 12:27,1,2,,24,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,24,1,7/4/24 12:32,1,1,,20,8,,1,,2,Papjamens ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,823,1,7/4/24 12:41,1,1,,22,6,,1,,1,,7,,,,,12.719,78.892,174.222,3,Anticonceptie,5,5,,,,,,,,,0,0,376.324,0,Seksuele voorlichting/Anticonceptie,7,7,7,6,6,5,7,7,5,4,3,4,,,,5,6,6,6,5,7,7,6,2,2,2,6,7,7,,,,,,,6,5,6,5,5,6,6,6,8,2,4,2,2,1,,,,,,,,,,,,,,,,,,,,1,,2,satire
0,100,994,1,7/4/24 13:15,1,1,,35,5,,1,,1,,7,,,,,63.866,171.646,216.373,2,Anticonceptie ,1,1,,,,,0,0,353.971,0,,,,,Natuurlijke anticonceptie ,7,7,7,7,4,1,1,2,7,,,,1,2,2,3,1,2,7,7,1,1,1,7,7,7,1,1,1,,,,5,5,5,,,,5,4,5,7,5,2,2,3,5,1,,,,,1,,,,,,,,,,,,,,,,3,,2,regular
0,100,1593,1,7/4/24 13:32,1,1,,18,5,,1,,1,,7,,,,,0,0,365.94,0,Natuurlijk anticonceptie ,2,6,0,0,363.482,0,,,,,,,,,Pasta,6,7,6,6,6,4,6,7,7,,,,6,4,3,6,3,5,2,2,4,3,4,1,1,1,1,1,1,7,7,5,,,,,,,5,3,4,3,3,8,1,4,3,1,1,,,,,,,,,,,,,,,,,,,,3,,2,misinfo
